year,partner_code,partner,value,share_pct,rank,basis
2020,430,Liberia,8391268,4.628,3,mirror
2020,120,Camarões,7413816,4.089,4,mirror
2020,180,RD Congo,5465757,3.015,5,mirror
2020,410,Coreia do Sul,2240827,1.236,6,mirror
2020,620,Portugal,2135084,1.178,7,mirror
2020,792,Turquia,1180499,0.651,8,mirror
2020,204,Benim,1017184,0.561,9,mirror
2020,842,EUA,924337,0.51,10,mirror
2021,699,Índia,143885858,69.822,1,mirror
2021,586,Paquistão,22047130,10.699,2,mirror
2021,384,Costa do Marfim,15819103,7.676,3,mirror
2021,288,Gana,7233244,3.51,4,mirror
2021,792,Turquia,4888554,2.372,5,mirror
2021,768,Togo,3030355,1.471,6,mirror
2021,430,Liberia,2769506,1.344,7,mirror
2021,410,Coreia do Sul,2555190,1.24,8,mirror
2021,152,Chile,584879,0.284,9,mirror
2021,76,Brasil,487168,0.236,10,mirror
2022,699,Índia,202710149,89.576,1,mirror
2022,384,Costa do Marfim,5659323,2.501,2,mirror
2022,768,Togo,5401058,2.387,3,mirror
2022,288,Gana,3281063,1.45,4,mirror
2022,528,Países Baixos,2979862,1.317,5,mirror
2022,410,Coreia do Sul,1260684,0.557,6,mirror
2022,276,Alemanha,750931,0.332,7,mirror
2022,152,Chile,654177,0.289,8,mirror
2022,792,Turquia,422289,0.187,9,mirror
2022,40,Áustria,405724,0.179,10,mirror
2023,699,Índia,72337191,65.23,1,mirror
2023,152,Chile,10043168,9.056,2,mirror
2023,384,Costa do Marfim,5884908,5.307,3,mirror
2023,288,Gana,4733894,4.269,4,mirror
2023,528,Países Baixos,2798575,2.524,5,mirror
2023,792,Turquia,2511271,2.265,6,mirror
2023,430,Liberia,1995727,1.8,7,mirror
2023,218,Equador,1665834,1.502,8,mirror
2023,410,Coreia do Sul,1622615,1.463,9,mirror
2023,392,Japão,1293554,1.166,10,mirror
2024,699,Índia,199276659,91.958,1,mirror
2024,792,Turquia,6176236,2.85,2,mirror
2024,410,Coreia do Sul,1405040,0.648,3,mirror
2024,246,Finlândia,1261327,0.582,4,mirror
2024,528,Países Baixos,1205870,0.556,5,mirror
2024,392,Japão,1205585,0.556,6,mirror
2024,458,Malásia,1094937,0.505,7,mirror
2024,380,Itália,571357,0.264,8,mirror
2024,768,Togo,567403,0.262,9,mirror
2024,100,Bulgária,493907,0.228,10,mirror
