year,partner_code,partner,value,share_pct,rank,basis
2015,276,Alemanha,6523788934,11.852,3,direct
2015,826,Reino Unido,3721821876,6.761,4,direct
2015,842,EUA,2846869704,5.172,5,direct
2015,24,Angola,2328017606,4.229,6,direct
2015,528,Países Baixos,2205206537,4.006,7,direct
2015,380,Itália,1758830494,3.195,8,direct
2015,56,Bélgica,1256485321,2.283,9,direct
2015,837,Bunkers,996667802,1.811,10,direct
2015,724,Espanha,12065315588,21.807,1,mirror
2015,276,Alemanha,6127547046,11.075,2,mirror
2015,251,França,6030946824,10.901,3,mirror
2015,826,Reino Unido,3593588859,6.495,4,mirror
2015,842,EUA,3398019475,6.142,5,mirror
2015,24,Angola,2783117807,5.03,6,mirror
2015,528,Países Baixos,2075871816,3.752,7,mirror
2015,380,Itália,1672723211,3.023,8,mirror
2015,156,China,1461543018,2.642,9,mirror
2015,504,Marrocos,1105248831,1.998,10,mirror
2016,724,Espanha,14307755439,25.84,1,direct
2016,251,França,6997301196,12.637,2,direct
2016,276,Alemanha,6460076588,11.667,3,direct
2016,826,Reino Unido,3915429491,7.071,4,direct
2016,842,EUA,2727773077,4.926,5,direct
2016,528,Países Baixos,2075955033,3.749,6,direct
2016,380,Itália,1915274216,3.459,7,direct
2016,24,Angola,1661634876,3.001,8,direct
2016,56,Bélgica,1345219801,2.429,9,direct
2016,504,Marrocos,787701103,1.423,10,direct
2016,724,Espanha,12064369880,21.974,1,mirror
2016,276,Alemanha,6308492559,11.49,2,mirror
2016,251,França,6186232068,11.268,3,mirror
2016,826,Reino Unido,3608150201,6.572,4,mirror
2016,842,EUA,3333835552,6.072,5,mirror
2016,528,Países Baixos,1960747993,3.571,6,mirror
2016,24,Angola,1902467438,3.465,7,mirror
2016,380,Itália,1781473762,3.245,8,mirror
2016,156,China,1582818088,2.883,9,mirror
2016,504,Marrocos,1226096990,2.233,10,mirror
2017,724,Espanha,15641894470,25.181,1,direct
2017,251,França,7803444520,12.563,2,direct
2017,276,Alemanha,7066927628,11.377,3,direct
2017,826,Reino Unido,4119688200,6.632,4,direct
2017,842,EUA,3211978139,5.171,5,direct
2017,528,Países Baixos,2496339245,4.019,6,direct
2017,380,Itália,2219054511,3.572,7,direct
2017,24,Angola,2016751907,3.247,8,direct
2017,56,Bélgica,1434138332,2.309,9,direct
2017,76,Brasil,1065509766,1.715,10,direct
2017,724,Espanha,12499353321,20.621,1,mirror
2017,251,França,6753047426,11.141,2,mirror
2017,276,Alemanha,6653896252,10.978,3,mirror
2017,826,Reino Unido,3899820729,6.434,4,mirror
2017,842,EUA,3654251187,6.029,5,mirror
2017,24,Angola,2644533341,4.363,6,mirror
2017,528,Países Baixos,2277243851,3.757,7,mirror
2017,156,China,2139178524,3.529,8,mirror
2017,380,Itália,2003162152,3.305,9,mirror
2017,504,Marrocos,1388100985,2.29,10,mirror
2018,724,Espanha,18733964432,25.27,1,direct
2018,251,França,9430732291,12.721,2,direct
2018,276,Alemanha,8511208897,11.481,3,direct
2018,826,Reino Unido,4711798554,6.356,4,direct
2018,842,EUA,3660782495,4.938,5,direct
2018,380,Itália,3152511789,4.252,6,direct
2018,528,Países Baixos,2821295946,3.806,7,direct
2018,24,Angola,1927910973,2.601,8,direct
2018,56,Bélgica,1733711353,2.339,9,direct
2018,837,Bunkers,1581122652,2.133,10,direct
2018,724,Espanha,13794714060,20.581,1,mirror
2018,276,Alemanha,8054416120,12.017,2,mirror
2018,251,França,7912632527,11.805,3,mirror
2018,826,Reino Unido,4169193843,6.22,4,mirror
2018,842,EUA,4029867528,6.012,5,mirror
